date,number,winners,page,pédantix,pedantix,cémantix,cemantix,is_holiday
2025-05-14,1097,22812,Franc-maçonnerie,14.0,19.0,11.0,47.0,False
2025-05-15,1098,24333,Ambre,12.0,17.0,11.0,46.0,False
2025-05-16,1099,24177,Western,10.0,14.0,17.0,50.0,False
2025-05-17,1100,13735,William Hogarth,8.0,9.0,4.0,31.0,False
2025-05-18,1101,22700,Albanie,4.0,7.0,9.0,28.0,False
2025-05-19,1102,30198,Mouton,7.0,14.0,10.0,42.0,False
2025-05-20,1103,24301,Augustin d'Hippone,15.5,19.0,17.5,68.5,False
2025-05-21,1104,28097,Orénoque,13.5,19.5,17.0,78.0,False
2025-05-22,1105,28733,Dérivée,15.0,29.0,15.0,76.0,False
2025-05-23,1106,23762,Taekwondo,24.0,25.0,24.0,87.0,False
2025-05-24,1107,16975,Lynx,0.0,17.0,9.0,48.0,False
2025-05-25,1108,23092,Néerlandais,8.0,17.0,9.0,59.0,False
2025-05-26,1109,29705,Marilyn Monroe,17.0,21.0,21.0,71.0,False
2025-05-27,1110,23024,Gestion des déchets,31.0,34.0,14.0,82.0,False
2025-05-28,1111,22383,Akkadien,23.0,25.0,18.0,84.0,False
2025-05-29,1112,14983,Thoutmôsis Ier,11.0,19.0,8.0,53.0,False
2025-05-30,1113,16186,Pessa'h,17.0,26.0,8.0,54.0,False
2025-05-31,1114,14144,République de Sakha,17.0,20.0,0.0,39.0,False
2025-06-01,1115,15113,Comportementalisme,13.0,19.0,0.0,42.0,False
2025-06-02,1116,26182,Histoire de l'Irak,19.0,30.0,25.0,58.0,False
2025-06-03,1117,26677,Art déco,14.0,24.0,21.0,88.0,False
2025-06-04,1118,27829,Apollon,17.0,27.0,12.0,87.0,False
2025-06-05,1119,23602,Nô,16.0,34.0,17.0,76.0,False
2025-06-06,1120,22037,Donald Duck,16.0,25.0,12.0,67.0,False
2025-06-07,1121,14218,Sagrada Família,10.0,19.0,8.0,51.0,False
2025-06-08,1122,18133,Musée d'Orsay,8.0,12.0,8.0,53.0,False
2025-06-09,1123,22461,Bamako,0.0,14.0,10.0,50.0,False
2025-06-10,1124,20253,Condensat de Bose-Einstein,18.0,31.0,14.0,48.0,False
2025-06-11,1125,23541,Escargot,22.0,30.0,15.0,49.0,False
2025-06-12,1126,22584,Équation différentielle ordinaire,19.0,33.0,12.0,62.0,False
2025-06-13,1127,18805,Performance (art),23.0,34.0,15.0,54.0,False
2025-06-14,1128,12371,Code génétique,8.0,19.0,0.0,31.0,False
2025-06-15,1129,20547,Washington (district de Columbia),9.0,19.0,9.0,44.0,False
2025-06-16,1130,12509,Capétiens,18.0,22.0,15.0,67.0,False
2025-06-17,1131,21941,Pinatubo,16.0,25.0,18.0,59.0,False
2025-06-18,1132,23188,Synagogue,15.0,30.0,12.0,58.0,False
2025-06-19,1133,27000,Bloc de l'Est,15.0,29.0,13.0,72.0,False
2025-06-20,1134,22826,Art roman,16.0,37.0,10.0,72.0,False
2025-06-21,1135,14721,Marche à pied,10.0,16.0,9.0,41.0,False
2025-06-22,1136,14711,Siphonaptera,12.0,21.0,7.0,41.0,False
2025-06-23,1137,22033,Périclès,15.0,33.0,15.0,67.0,False
2025-06-24,1138,19366,Palais de Dioclétien,21.0,36.0,16.0,65.0,False
2025-06-25,1139,21054,El Niño,15.0,25.0,13.0,63.0,False
2025-06-26,1140,20364,Cigarette,16.0,39.0,11.0,61.0,False
2025-06-27,1141,18181,Leif Erikson,21.0,33.0,11.0,63.0,False
2025-06-28,1142,7688,Dynastie Hồng Bàng,10.0,26.0,7.0,44.0,False
2025-06-29,1143,16859,Barbe Noire,11.0,17.0,9.0,32.0,False
2025-06-30,1144,19032,Polymère,19.0,31.0,16.0,48.0,False
2025-07-01,1145,27513,Togo,11.0,22.0,8.0,44.0,False
2025-07-02,1146,22832,Snowboard,16.0,23.0,18.0,56.0,False
2025-07-03,1147,17964,Réfraction,17.0,30.0,17.0,62.0,False
2025-07-04,1148,19433,George Orwell,10.0,28.0,15.0,51.0,False
2025-07-05,1149,13884,Chlorure de sodium,10.0,15.0,0.0,35.0,True
2025-07-06,1150,20229,Basques,9.0,14.0,8.0,42.0,True
2025-07-07,1151,18351,Nicolae Ceaușescu,12.0,20.0,12.0,52.0,True
2025-07-08,1152,19975,Recensement de la population,25.0,22.0,12.0,49.0,True
2025-07-09,1153,23637,George III,12.0,22.0,10.0,57.0,True
2025-07-10,1154,18695,Type spectral,15.0,27.0,12.0,50.0,True
2025-07-11,1155,23505,Pérou,8.0,23.0,14.0,59.0,True
2025-07-12,1156,13751,New Deal,8.0,21.0,9.0,51.0,True
2025-07-13,1157,13850,Acide gras,11.0,12.0,8.0,36.0,True
2025-07-14,1158,17249,Amerigo Vespucci,0.0,10.0,8.0,37.0,True
2025-07-15,1159,21576,Rio Madeira,8.0,25.0,9.0,42.0,True
2025-07-16,1160,22632,Rosée,15.0,26.0,13.0,56.0,True
2025-07-17,1161,26421,Toulouse,13.0,19.0,13.0,60.0,True
2025-07-18,1162,22926,Empire allemand,13.0,26.0,11.0,53.0,True
2025-07-19,1163,12523,Civilisation mycénienne,14.0,20.0,9.0,53.0,True
2025-07-20,1164,14137,Guerre des Deux-Roses,0.0,21.0,10.0,46.0,True
2025-07-21,1165,18652,Mystique,22.0,34.0,12.0,41.0,True
2025-07-22,1166,24290,Sierra Nevada (États-Unis),17.0,29.0,9.0,53.0,True
2025-07-23,1167,22749,Végétarisme,13.0,28.0,10.0,46.0,True
2025-07-24,1168,18799,Ole Einar Bjørndalen,17.0,28.0,13.0,62.0,True
2025-07-25,1169,16816,Mittani,14.0,31.0,13.0,61.0,True
2025-07-26,1170,16110,Kinshasa,8.0,19.0,9.0,22.0,True
2025-07-27,1171,16924,Safran (épice),11.0,13.0,7.0,50.0,True
2025-07-28,1172,22654,Printemps arabe,9.0,22.0,14.0,57.0,True
2025-07-29,1173,24949,Honoré de Balzac,13.0,19.0,13.0,53.0,True
2025-07-30,1174,23806,Œuf (aliment),10.0,30.0,15.0,54.0,True
2025-07-31,1175,20377,Babylone (civilisation),7.0,29.0,10.0,53.0,True
2025-08-01,1176,23321,Dallas,7.0,28.0,13.0,56.0,True
2025-08-02,1177,12521,Espace euclidien,9.0,26.0,0.0,40.0,True
2025-08-03,1178,14601,Muhammad Ali Jinnah,7.0,20.0,0.0,45.0,True
2025-08-04,1179,17864,Indice de réfraction,25.0,25.0,15.0,51.0,True
2025-08-05,1180,23267,Guernica (Picasso),12.0,21.0,10.0,49.0,True
2025-08-06,1181,20375,Capacité thermique,8.0,29.0,8.0,47.0,True
2025-08-07,1182,16903,Manuel Ier Comnène,16.0,21.0,19.0,63.0,True
2025-08-08,1183,16743,Tenzin Gyatso,0.0,28.0,14.0,61.0,True
2025-08-09,1184,12140,Décalage vers le rouge,10.0,22.0,9.0,45.0,True
2025-08-10,1185,18896,Ontario,7.0,25.0,0.0,42.0,True
2025-08-11,1186,21244,Chute de Constantinople,8.0,20.0,13.0,57.0,True
2025-08-12,1187,19491,Période des Royaumes combattants,15.0,23.0,9.0,61.0,True
2025-08-13,1188,20210,Bonobo,17.0,28.0,10.0,50.0,True
2025-08-14,1189,19984,Ordre du Temple,12.0,33.0,12.0,55.0,True
2025-08-15,1190,12724,Région HII,10.0,23.0,7.0,54.0,True
2025-08-16,1191,19698,Corée du Nord,15.0,15.0,0.0,32.0,True
2025-08-17,1192,15422,Point de Lagrange,11.5,21.0,6.0,34.5,True
2025-08-18,1193,22676,Mérovingiens,11.0,20.0,10.0,45.5,True
2025-08-19,1194,25102,Région wallonne,5.0,14.0,9.0,25.0,True
2025-08-20,1195,27235,Bulgarie,8.0,16.0,11.0,38.0,True
2025-08-21,1196,27282,Rhin,7.0,13.0,7.0,37.0,True
2025-08-22,1197,22419,Histoire de l'Écosse,6.0,17.0,0.0,30.0,True
2025-08-23,1198,15711,Fantôme,4.0,17.0,0.0,24.0,True
2025-08-24,1199,18398,Curitiba,5.0,14.0,5.0,34.0,True
2025-08-25,1200,24629,Mammouth,9.0,18.0,6.0,39.0,True
2025-08-26,1201,21330,Halogène,15.0,30.0,6.0,33.0,True
2025-08-27,1202,22393,Espace vectoriel,14.0,16.0,9.0,37.0,True
2025-08-28,1203,25451,Révolution russe,5.0,17.0,12.0,45.0,True
2025-08-29,1204,15414,Polarisation (optique),9.0,24.0,10.0,54.0,True
2025-08-30,1205,12541,Élam,8.0,17.0,6.0,29.0,True
2025-08-31,1206,17954,Moyenne,10.0,15.0,4.0,31.0,True
2025-09-01,1207,21314,Sanskrit,12.0,18.0,7.0,34.0,True
2025-09-02,1208,21309,Ninive,10.0,16.0,7.0,45.0,False
2025-09-03,1209,22193,Uruk,12.0,16.0,11.0,41.0,False
2025-09-04,1210,21698,Cuirassé,14.0,21.0,8.0,41.0,False
2025-09-05,1211,18026,Biocarburant,13.0,22.0,8.0,36.0,False
2025-09-06,1212,14767,Jus,5.0,12.0,0.0,32.0,False
2025-09-07,1213,16402,Yiddish,10.0,13.0,8.0,35.0,False
2025-09-08,1214,24543,Printemps de Prague,11.0,18.0,9.0,39.0,False
2025-09-09,1215,27009,Metal,10.0,20.0,8.0,40.0,False
2025-09-10,1216,20912,Yohannes IV,12.0,23.0,10.0,39.0,False
2025-09-11,1217,23012,Bicarbonate de sodium,8.0,23.0,14.0,65.0,False
2025-09-12,1218,15962,Mèdes,9.0,22.0,11.0,53.0,False
2025-09-13,1219,11219,Joaquim Maria Machado de Assis,8.0,15.0,8.0,32.0,False
2025-09-14,1220,17209,Empathie,6.0,13.0,5.0,25.0,False
2025-09-15,1221,30229,Finlande,11.0,18.0,17.0,51.0,False
2025-09-16,1222,27432,Royaume du Kongo,12.0,20.0,17.0,59.0,False
2025-09-17,1223,25391,Grand Bond en avant,14.0,21.0,14.0,60.0,False
2025-09-18,1224,30152,Kiev,11.0,14.0,16.0,47.0,False
2025-09-19,1225,24388,Vin,11.0,19.0,15.0,52.0,False
2025-09-20,1226,11148,Économétrie,8.0,15.0,7.0,32.0,False
2025-09-21,1227,23705,Lyon,0.0,9.0,6.0,32.0,False
2025-09-22,1228,28498,Unification allemande,13.0,20.0,14.0,48.0,False
2025-09-23,1229,34479,Naples,10.0,20.0,11.0,42.0,False
2025-09-24,1230,28492,Moineau domestique,16.0,15.0,16.0,63.0,False
2025-09-25,1231,29293,Cleveland,12.0,24.0,19.0,66.0,False
2025-09-26,1232,22683,Pierre Ier (empereur du Brésil),11.0,19.0,21.0,79.0,False
2025-09-27,1233,15951,Vénus de Milo,0.0,12.0,8.0,41.0,False
2025-09-28,1234,16159,Sylviculture,8.0,15.0,8.0,33.0,False
2025-09-29,1235,28762,Otto von Bismarck,17.0,18.0,17.0,46.0,False
2025-09-30,1236,35032,Le Cap,14.0,22.0,21.0,71.0,False
2025-10-01,1237,30379,Championnat d'Angleterre de football,13.0,19.0,28.0,76.0,False
2025-10-02,1238,33205,Henri II (roi d'Angleterre),11.0,17.0,22.0,65.0,False
2025-10-03,1239,30342,François Ier (roi de France),6.0,18.0,27.0,89.0,False
2025-10-04,1240,17386,Apartheid,4.0,13.0,5.0,45.0,False
2025-10-05,1241,19882,Organisation de coopération et de développement économiques,8.0,12.0,5.0,39.0,False
2025-10-06,1242,28875,Souris (informatique),19.0,23.0,21.0,72.0,False
2025-10-07,1243,27601,Graffiti,22.0,32.0,24.0,77.0,False
2025-10-08,1244,32694,Maladie de Lyme,23.0,29.0,21.0,86.0,False
2025-10-09,1245,33090,Chlore,16.0,24.0,17.0,71.0,False
2025-10-10,1246,22612,Edmund Hillary,18.0,25.0,27.0,86.0,False
2025-10-11,1247,15113,Alces alces,10.0,15.0,12.0,29.0,False
2025-10-12,1248,23952,Basket-ball,0.0,12.0,9.0,32.0,False
2025-10-13,1249,38966,Nombre d'or,11.0,18.0,24.0,69.0,False
2025-10-14,1250,33644,Muay-thaï,14.0,26.0,21.0,70.0,False
2025-10-15,1251,32707,Braille,12.0,26.0,28.0,86.0,False
2025-10-16,1252,32096,Loi binomiale,18.0,30.0,21.0,74.0,False
2025-10-17,1253,29711,Tennis de table,16.0,20.0,27.0,86.0,False
2025-10-18,1254,20194,Islande,10.0,8.0,13.0,40.0,True
2025-10-19,1255,22071,Sionisme,5.0,16.0,9.0,37.0,True
2025-10-20,1256,27140,Petite Ourse,20.0,26.0,20.0,72.0,True
2025-10-21,1257,34145,Escalade,15.0,24.0,26.0,88.0,True
2025-10-22,1258,30353,Soin infirmier,20.0,26.0,24.0,95.0,True
2025-10-23,1259,28447,Réseau électrique,22.0,28.0,26.0,90.0,True
2025-10-24,1260,22859,Diode électroluminescente,16.0,23.0,24.0,83.0,True
2025-10-25,1261,18257,Météorologie,9.0,12.0,11.0,41.0,True
2025-10-26,1262,21762,Tango (danse),8.0,12.0,10.0,59.0,True
2025-10-27,1263,21397,Lentinula edodes,16.0,27.0,13.0,57.0,True
2025-10-28,1264,30066,Achille,11.0,22.0,13.0,52.0,True
2025-10-29,1265,25995,Révolution verte,11.0,20.0,16.0,45.0,True
2025-10-30,1266,21784,Chloroplaste,13.0,25.0,14.0,70.0,True
2025-10-31,1267,21153,Histoire de la sociologie,15.0,27.0,14.0,58.0,True
2025-11-01,1268,14370,Noam Chomsky,18.0,19.0,9.0,44.0,True
2025-11-02,1269,20897,Exponentielle de base a,6.0,14.0,10.0,42.0,True
2025-11-03,1270,31631,Flûte traversière,15.0,22.0,35.0,99.0,True
2025-11-04,1271,33282,Premier Empire bulgare,16.0,23.0,31.0,95.0,False
2025-11-05,1272,36303,Violon,13.0,19.0,30.0,95.0,False
2025-11-06,1273,38471,Fée,16.0,24.0,27.0,90.0,False
2025-11-07,1274,23664,Urartu,21.0,28.0,21.0,86.0,False
2025-11-08,1275,14610,Chiffrement,11.0,22.0,13.0,43.0,False
